danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,pop,rock,metal,folk,indie,dance,alternative,mellow,rap,neo,punk,teen,grunge,wave,Angry,Sad,Relaxed,Happy
0.494,0.937,1.0,0.5382990737294967,0.0,0.0632,0.000304,0.537,0.723,0.366,145.994,1.0361311647733067,0.75,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0
0.4270000000000001,0.713,0.09090909090909093,-0.7947122972352667,1.0,0.0369,0.00218,0.0,0.0971,0.7959999999999999,172.574,-0.9199488330642224,0.75,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1.0,0.0,0.0,0.0
0.385,0.978,1.0,0.7694955416526431,0.0,0.14300000000000002,9.22e-06,0.0358,0.0829,0.239,165.287,-0.4149407673895169,0.75,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0
0.561,0.871,0.8181818181818182,0.5025978087147405,0.0,0.213,0.0359,1.28e-05,0.207,0.557,147.009,0.2423133489743595,0.75,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0
0.7509999999999999,0.599,1.0,0.009920351511103249,0.0,0.336,0.0387,0.000236,0.426,0.353,95.702,0.7808178593193079,0.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0
0.479,0.913,0.0,0.7111424395250758,1.0,0.0625,0.00114,0.000107,0.226,0.413,93.213,1.4969014493023582,0.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
0.444,0.963,0.09090909090909093,1.1469440883258946,0.0,0.108,0.000617,0.0,0.202,0.418,197.073,-0.4316807271581189,0.75,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0
0.534,0.902,0.4545454545454545,0.985426641086721,1.0,0.0505,0.00421,1.2e-06,0.103,0.7879999999999999,102.277,-0.8611193594450486,0.75,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1.0,0.0,0.0,0.0
0.443,0.934,0.4545454545454545,1.1880620969980622,0.0,0.0501,0.00604,6.66e-06,0.0779,0.401,93.43,-0.557717916847287,0.75,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0
0.413,0.998,0.3636363636363637,1.0551056617706935,1.0,0.248,0.0005549999999999999,0.00959,0.289,0.0382,160.07299999999995,0.6675711226023985,0.75,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1.0,0.0,0.0,0.0
0.222,0.938,0.0,0.3233528367785846,1.0,0.375,0.00171,0.0845,0.108,0.329,203.098,3.2388818234853884,0.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
0.667,0.997,0.0,0.8325267405752474,1.0,0.456,0.409,0.0,0.266,0.173,91.236,-2.5171525166917523,0.75,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1.0,0.0,0.0,0.0
0.708,0.35600000000000004,0.2727272727272727,-0.5071324521508849,1.0,0.0288,0.7609999999999999,0.0521,0.111,0.339,142.049,0.8938497693067093,0.75,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0
0.396,0.852,0.6363636363636364,0.3932780730833487,1.0,0.228,0.004370000000000001,0.0494,0.758,0.251,98.653,1.0090795219883102,0.75,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1.0,0.0,0.0,0.0
0.826,0.493,0.8181818181818182,1.116167135726967,0.0,0.269,0.102,0.0,0.0766,0.478,88.042,1.2790010450488678,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0
0.221,0.991,0.4545454545454545,0.9145165422987912,0.0,0.268,0.000515,0.00135,0.175,0.16399999999999998,80.969,1.3188761910722009,0.75,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1.0,0.0,0.0,0.0
0.401,0.57,0.18181818181818185,-1.1891497217431264,1.0,0.0493,0.0158,0.000114,0.403,0.5670000000000001,145.567,-1.0873980061493596,0.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
0.395,0.996,0.6363636363636364,0.8517315589969785,1.0,0.214,0.000504,0.000107,0.234,0.29100000000000004,93.128,-0.11529052999162966,0.75,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1.0,0.0,0.0,0.0
0.417,0.267,0.6363636363636364,-1.3651938906089938,1.0,0.0305,0.768,0.0941,0.183,0.0508,98.068,0.022429928756177813,0.75,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1.0,0.0,0.0,0.0
0.539,0.597,0.6363636363636364,-0.334289086355306,1.0,0.0258,0.0108,0.005520000000000001,0.134,0.251,139.444,2.488409431647984,0.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
0.469,0.915,0.7272727272727273,0.7357640016042181,1.0,0.0643,0.000826,0.00421,0.11,0.441,140.421,3.1619738543214466,0.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
0.81,0.871,0.3636363636363637,1.3668146376926351,0.0,0.241,0.13,0.0,0.313,0.299,87.32799999999997,0.8903299159693824,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0
0.474,0.942,0.8181818181818182,1.0134952218569433,1.0,0.101,0.000513,1.03e-05,0.188,0.51,158.004,-0.910033753240766,0.75,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1.0,0.0,0.0,0.0
0.7120000000000001,0.759,1.0,0.6958770710360076,1.0,0.334,0.016,0.0808,0.217,0.738,79.10300000000002,0.2112460988608632,0.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0
0.353,0.986,0.8181818181818182,1.3025523606660738,1.0,0.149,0.00109,0.0,0.0944,0.7559999999999999,191.987,-0.7009412448971127,0.75,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1.0,0.0,0.0,0.0
0.238,0.7170000000000001,0.4545454545454545,0.43365743489314207,1.0,0.0852,0.00661,0.0,0.11,0.0627,174.44799999999995,-0.4698042090793082,0.5,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1.0,0.0,0.0,0.0
0.633,0.919,0.8181818181818182,0.7483209982645807,1.0,0.21,0.00158,8.38e-06,0.127,0.231,105.06,-0.35941632037816185,0.75,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
0.324,0.78,0.0,0.19975259514129007,1.0,0.0655,0.0581,2.81e-05,0.14400000000000002,0.464,111.46,-0.5308315253926814,0.5,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0
0.633,0.477,0.8181818181818182,-1.6365235047211417,1.0,0.0416,0.139,0.8740000000000001,0.0973,0.903,128.02,-0.4387204338327728,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
0.4970000000000001,0.969,0.3636363636363637,0.9795174661877268,1.0,0.0487,7.219999999999999e-05,0.0,0.246,0.6,105.563,-0.5614691220471613,0.75,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1.0,0.0,0.0,0.0
0.366,0.858,0.6363636363636364,-0.2441741691456453,1.0,0.0413,1.29e-06,0.645,0.0747,0.816,159.275,-1.2246722863051114,0.75,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1.0,0.0,0.0,0.0
0.204,0.8909999999999999,0.7272727272727273,0.8039657285634423,0.0,0.0863,0.00173,0.0,0.0874,0.285,80.396,-0.29088659366504,0.75,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1.0,0.0,0.0,0.0
0.449,0.753,0.4545454545454545,-1.2029377965074468,0.0,0.0323,0.000385,4.59e-05,0.321,0.77,96.116,-0.4292680577344112,0.75,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1.0,0.0,0.0,0.0
0.5539999999999999,0.816,1.0,0.08673962519802708,1.0,0.0353,0.000526,0.000711,0.0988,0.362,131.409,2.7711048825477613,0.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
0.815,0.601,0.6363636363636364,0.9246113827512396,1.0,0.332,0.154,0.0,0.115,0.7559999999999999,101.292,-0.14525059619150665,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0
0.284,0.99,0.18181818181818185,1.2907340108680856,1.0,0.128,5.6299999999999986e-05,0.00206,0.135,0.166,122.95,0.24474254353110625,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
0.606,0.652,0.0,-0.18951430132994948,1.0,0.0332,0.21600000000000005,0.373,0.23,0.369,98.066,1.6716382060577355,0.75,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0
0.35,0.985,0.9090909090909092,0.6271829128352006,0.0,0.122,0.008759999999999999,0.551,0.36,0.32299999999999995,151.007,1.769681820378679,0.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
0.675,0.44,0.09090909090909093,-0.9084639140409044,1.0,0.028,0.336,0.0,0.0664,0.5660000000000001,107.005,-0.10977113555657232,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.715,0.0938,0.4545454545454545,-3.0544792648589474,1.0,0.0563,0.0049700000000000005,0.00611,0.166,0.531,125.35,0.5336018690544653,0.75,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0
0.518,0.858,0.0,0.5114615710632319,1.0,0.0685,0.00635,0.00494,0.0652,0.261,117.909,1.213330166351509,0.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
0.71,0.925,0.0,1.2050509748326703,1.0,0.0359,0.039,0.0,0.127,0.93,118.024,-0.2241250561871012,0.75,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.448,0.858,0.18181818181818185,0.9674529007689472,1.0,0.0379,0.000105,0.0006730000000000001,0.318,0.5820000000000001,121.946,-0.8058097391632018,0.75,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.512,0.636,0.6363636363636364,-0.3394596143919261,1.0,0.0262,0.08,0.000106,0.08800000000000001,0.499,97.257,-0.009083499949373998,0.75,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.433,0.943,0.7272727272727273,1.054120799287528,1.0,0.0556,0.00191,0.0,0.339,0.649,180.112,-1.28614578121054,0.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0
0.634,0.62,0.6363636363636364,-0.2673184375000389,1.0,0.0407,0.622,3.41e-05,0.399,0.664,122.596,-1.251773504489225,0.75,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.871,0.442,0.0,-0.13362335541029638,1.0,0.0958,0.052000000000000005,0.008190000000000001,0.0381,0.769,129.964,-1.7935830414419924,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.602,0.154,0.8181818181818182,-3.64662783286232,0.0,0.934,0.833,0.0,0.7609999999999999,0.552,72.806,-0.11550535672113785,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.748,0.8420000000000001,0.9090909090909092,1.2597108426483663,1.0,0.0265,0.0217,4.24e-06,0.35700000000000004,0.945,119.023,-0.049189997835254566,0.75,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.706,0.909,0.4545454545454545,0.7549688200259491,1.0,0.0508,0.00358,5.85e-05,0.311,0.733,129.005,-0.8223348722022955,0.75,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.51,0.488,0.6363636363636364,-0.5123029801875051,1.0,0.0304,0.256,0.0,0.11,0.649,125.683,-0.9408861766247542,0.75,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.698,0.969,0.5454545454545454,0.9903509535025492,1.0,0.0304,0.0021100000000000003,0.000257,0.339,0.964,129.953,-0.4596743025263437,0.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.363,0.802,0.8181818181818182,0.8229243313643818,1.0,0.0394,0.0976,0.000356,0.16699999999999998,0.65,101.31,-1.0777142781884506,0.75,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.601,0.954,0.09090909090909093,1.2695594674800228,1.0,0.0379,0.000128,1.92e-06,0.142,0.821,127.002,-0.4191216260484076,0.75,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.52,0.857,0.5454545454545454,0.8807850022503663,1.0,0.0404,0.00136,6.75e-06,0.112,0.688,174.088,-0.21708534951244726,0.75,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.752,0.892,0.09090909090909093,1.068647520914222,1.0,0.0706,0.14400000000000002,0.0,0.0737,0.887,122.291,-0.7842279154141453,0.75,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.774,0.615,0.0,0.5515947172522339,1.0,0.0408,0.19,0.000132,0.094,0.7879999999999999,89.005,-0.321739017049028,0.75,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.5870000000000001,0.747,0.8181818181818182,1.0836666737824987,1.0,0.0691,0.238,0.0,0.188,0.626,84.777,-0.6352703661997541,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.5589999999999999,0.855,0.4545454545454545,0.774666069689263,1.0,0.18600000000000005,0.0488,0.000681,0.68,0.605,156.311,-0.44843721205976,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.8220000000000001,0.672,0.6363636363636364,0.5146623741335206,1.0,0.0329,0.0285,0.0,0.213,0.91,117.033,-0.0482976406511435,0.75,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.629,0.722,0.18181818181818185,0.6229972472817465,1.0,0.0277,0.195,0.0,0.108,0.58,118.003,-0.004902641290483275,0.75,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0
0.248,0.8220000000000001,0.6363636363636364,1.2899953640057114,1.0,0.042,0.0022600000000000003,0.0,0.303,0.5529999999999999,167.905,-0.17433483034031164,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.579,0.5539999999999999,0.0,0.28149618124404274,1.0,0.0587,0.0175,0.0221,0.101,0.838,185.183,0.08125940237535162,0.75,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0
0.578,0.836,0.18181818181818185,0.3979561698783858,1.0,0.0512,0.163,1.36e-06,0.0583,0.932,167.02599999999995,-0.4466690228245769,0.75,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.613,0.23,0.5454545454545454,-1.5961441429113488,1.0,0.0263,0.727,0.0006490000000000001,0.122,0.398,84.005,-0.5762425909841111,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.804,0.741,0.8181818181818182,0.2369311538807952,1.0,0.0371,0.199,0.00395,0.0815,0.615,140.02,-2.299252112438262,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.7659999999999999,0.466,0.0,0.04611404776744248,1.0,0.0718,0.332,0.00378,0.379,0.8390000000000001,145.003,-1.3046539302143252,0.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.664,0.7240000000000001,0.3636363636363637,-0.8872893706528421,0.0,0.0384,0.0391,0.58,0.14300000000000002,0.96,105.556,-0.34003233932330484,0.75,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.485,0.879,0.5454545454545454,1.236320358673181,0.0,0.0378,0.000241,0.000465,0.0729,0.8140000000000001,193.92,-0.8994576680957461,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.716,0.737,0.7272727272727273,0.6082243100342613,1.0,0.0746,0.217,0.0,0.181,0.892,94.083,-0.17785468367763865,0.75,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0.0,0.0,0.0,1.0
0.591,0.649,0.2727272727272727,0.3701338047289551,1.0,0.0417,0.0294,0.0,0.133,0.489,90.00200000000002,-0.1355503430975586,0.75,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.474,0.7,0.0,-0.016670935534370566,1.0,0.0404,0.209,0.0,0.171,0.627,118.391,-1.5498869045144767,0.75,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.551,0.91,0.0,1.1907704688267675,1.0,0.0843,0.0994,0.0,0.0866,0.8690000000000001,84.425,0.14162571336716115,0.75,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.664,0.491,0.8181818181818182,0.4134677539882455,1.0,0.042,0.594,0.0,0.11,0.24,127.97,-0.6654617842621784,0.75,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0.0,0.0,0.0,1.0
0.7,0.563,0.4545454545454545,-0.13608551161821056,1.0,0.0363,0.217,9.66e-06,0.109,0.932,137.95,-0.9742669453637236,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.6459999999999999,0.787,0.0,0.8788152772840349,1.0,0.0602,0.258,0.0,0.199,0.773,131.036,-0.5561810794746513,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.563,0.84,0.18181818181818185,1.1641791817812939,1.0,0.0291,0.0877,0.0,0.0741,0.87,132.309,-0.7945726486966179,0.75,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.605,0.81,0.0,0.5368217800047486,1.0,0.101,0.37,0.0344,0.0841,0.823,148.296,-0.6544395205251028,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.6679999999999999,0.598,0.5454545454545454,0.2741097126203,1.0,0.0326,0.311,0.563,0.0858,0.7929999999999999,74.995,-0.8366621625471898,0.75,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0
0.581,0.679,0.18181818181818185,0.2039382606947446,1.0,0.0265,0.35700000000000004,0.0,0.134,0.32,150.231,-0.28384688699038596,0.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.755,0.838,0.6363636363636364,0.916732482885914,0.0,0.0687,0.0643,1.59e-05,0.118,0.473,126.877,-0.6339483555566265,0.75,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.501,0.929,0.18181818181818185,0.9408616137234734,1.0,0.0614,0.12,0.0,0.0899,0.513,168.15599999999995,-0.004671289427935961,0.75,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.8590000000000001,0.654,0.8181818181818182,0.4671427593207755,1.0,0.258,0.57,0.0147,0.498,0.897,94.004,0.4168187538671896,0.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0
0.568,0.8,0.3636363636363637,0.7559536825091149,1.0,0.0687,0.0449,0.0,0.343,0.55,115.104,-0.15929695927473633,0.75,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.647,0.495,0.6363636363636364,-0.00042070456213647234,1.0,0.0339,0.457,0.0,0.0582,0.92,62.51,-0.4612111398989794,0.75,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.474,0.862,0.7272727272727273,1.0632307772568108,0.0,0.0317,0.0291,1.9e-06,0.274,0.8590000000000001,154.91,0.05062180572087178,0.75,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0
0.595,0.866,0.0,1.167133769230791,1.0,0.196,0.0336,0.0,0.101,0.7070000000000001,88.73100000000002,-0.26709040208874496,0.75,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0.0,0.0,0.0,1.0
0.647,0.8220000000000001,0.4545454545454545,0.8768455523177036,0.0,0.183,0.219,0.0,0.0908,0.962,160.019,-0.06328593631760154,0.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0
0.599,0.371,0.18181818181818185,-0.6661877431821444,1.0,0.0277,0.591,0.442,0.106,0.334,79.554,0.09601634617926236,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.738,0.581,0.18181818181818185,0.05522402573672512,1.0,0.0266,0.225,0.0,0.0622,0.902,146.872,-0.5182724242829702,0.75,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0
0.557,0.54,0.8181818181818182,-0.5566217919299615,1.0,0.0347,0.0339,0.00248,0.179,0.394,129.171,-0.8397523624255003,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.7390000000000001,0.5539999999999999,0.6363636363636364,0.6291526378015322,1.0,0.0363,0.391,0.0,0.0786,0.978,137.013,-1.3156761939514008,0.75,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.575,0.879,0.6363636363636364,0.6451566531529745,1.0,0.104,0.31,0.0,0.0612,0.7290000000000001,167.949,-0.8877743990371068,0.75,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.297,0.875,1.0,1.1518684007417228,0.0,0.103,0.00059,1.08e-06,0.0872,0.889,149.986,-0.7456582549009004,0.75,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0
0.6729999999999999,0.8859999999999999,0.09090909090909093,0.9315054201333992,0.0,0.0431,0.185,0.0,0.0826,0.795,97.012,-0.3268122328920298,0.75,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0
0.772,0.826,0.0,0.7603855636833605,1.0,0.0344,0.0176,8.56e-06,0.383,0.871,119.995,-0.24088154108874224,0.75,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.639,0.973,0.0,1.3190488072590991,1.0,0.0336,0.0852,0.0,0.61,0.971,124.262,-1.2550785310970438,0.75,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0.0,0.0,0.0,1.0
0.618,0.812,0.09090909090909093,0.6082243100342613,1.0,0.0311,0.122,3.2e-06,0.16399999999999998,0.705,100.0,-0.3873933706133476,0.75,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.799,0.662,0.6363636363636364,-0.08905832804704904,1.0,0.0347,0.0048200000000000005,0.000505,0.0484,0.7170000000000001,120.082,-0.6700888215131247,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.561,0.698,0.18181818181818185,0.6289064221807407,1.0,0.0468,0.463,4.31e-05,0.102,0.68,171.845,-0.282078697755203,0.75,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.7140000000000001,0.35600000000000004,0.6363636363636364,-0.5822282164922689,1.0,0.0605,0.963,0.0073,0.115,0.472,79.745,-0.7280424630812264,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.623,0.93,1.0,1.1727967285089942,1.0,0.0431,0.0024,3.31e-06,0.536,0.911,142.549,-0.7494094601007747,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.6629999999999999,0.9,0.5454545454545454,1.0201430436183117,0.0,0.0365,0.00951,0.0,0.0529,0.897,96.992,-0.33606630739392235,0.75,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0
0.526,0.775,0.0,0.5350982706592085,1.0,0.0352,0.7070000000000001,2.05e-05,0.217,0.962,80.10600000000002,-1.143153805023262,0.75,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.551,0.6970000000000001,0.8181818181818182,-0.026027129124444704,1.0,0.0423,0.22,0.0,0.141,0.757,118.483,-1.8629886002061864,0.75,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.684,0.989,0.09090909090909093,1.0711096771221362,1.0,0.0533,0.0203,0.0,0.0797,0.7859999999999999,128.012,-0.29133277225709553,0.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.6859999999999999,0.457,1.0,-0.024303619778904818,1.0,0.0468,0.595,0.0,0.105,0.718,150.953,0.09315749816349914,0.75,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0
0.802,0.7390000000000001,0.0,0.6471263781193061,1.0,0.0255,0.385,1.11e-05,0.0952,0.6659999999999999,113.608,-0.5308315253926814,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.754,0.449,0.3636363636363637,-1.425516717702893,1.0,0.0615,0.7240000000000001,0.0,0.162,0.973,82.751,-0.4076697088523156,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.491,0.907,0.8181818181818182,0.7850071257625026,0.0,0.0783,4.77e-05,0.0,0.0731,0.5720000000000001,170.03,-0.3371569661745025,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.64,0.612,0.0,0.2748483594826743,0.0,0.024,0.215,0.00478,0.123,0.397,99.034,0.024181592858321752,0.75,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.737,0.68,0.6363636363636364,0.05350051639118501,0.0,0.062,0.344,0.000236,0.0924,0.609,90.066,-0.6857381225011464,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.629,0.721,0.4545454545454545,0.96622182266499,1.0,0.0287,0.0395,0.0,0.349,0.787,159.951,-0.01238852655719275,0.75,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0
0.604,0.894,0.18181818181818185,0.7936246724902025,1.0,0.037000000000000005,0.0212,0.0,0.0299,0.901,145.014,-0.8146341602060778,0.75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.6759999999999999,0.762,0.09090909090909093,0.9974912065055008,1.0,0.0351,0.461,0.0,0.0574,0.81,119.003,-0.48016546749482,0.75,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0.0,0.0,0.0,1.0
0.606,0.581,0.5454545454545454,-0.3800851918225111,1.0,0.0321,0.263,0.454,0.0972,0.155,131.018,-0.9551969418366094,0.75,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
0.488,0.794,0.8181818181818182,0.4572941344891186,1.0,0.0347,0.0928,2.54e-05,0.223,0.358,174.05,-0.012173699827684532,0.75,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0.0,0.0,0.0,1.0
0.603,0.745,0.3636363636363637,0.5991143320649783,1.0,0.0368,0.207,0.0,0.348,0.606,81.98100000000002,-0.14128456426212413,0.75,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0
